10000; 679401
20000; 1478604
30000; 2277737
40000; 3196859
50000; 4096050
60000; 5035177
70000; 5874333
80000; 6873476
90000; 7732654
100000; 8791725
210000; 19722290
220000; 20661448
230000; 22060557
240000; 23019691
250000; 23978813
260000; 24937953
270000; 25897071
280000; 27416212
290000; 28395356
300000; 29374518
