10000; 85532
20000; 105536
30000; 125536
40000; 145536
50000; 165538
60000; 185538
70000; 205538
80000; 225536
90000; 245538
100000; 265538
210000; 485538
220000; 505538
230000; 525538
240000; 545538
250000; 565538
260000; 585538
270000; 605538
280000; 625538
290000; 645538
300000; 665538
