10000; 20000
20000; 40001
30000; 60001
40000; 80000
50000; 100001
60000; 120000
70000; 140000
80000; 160002
90000; 180002
100000; 200000
210000; 420004
220000; 440001
230000; 460003
240000; 480004
250000; 500003
260000; 520013
270000; 540000
280000; 560001
290000; 580001
300000; 600009
