10000; 24999
20000; 49999
30000; 74998
40000; 99996
50000; 124998
60000; 149998
70000; 174999
80000; 199999
90000; 224998
100000; 249997
210000; 524996
220000; 549994
230000; 574993
240000; 599997
250000; 624995
260000; 649998
270000; 674997
280000; 699996
290000; 724996
300000; 749996
