10000; 473959
20000; 1025401
30000; 1547683
40000; 2202151
50000; 2803202
60000; 3324317
70000; 4070384
80000; 4693249
90000; 5262288
100000; 5946745
210000; 13034277
220000; 13701197
230000; 14400439
240000; 14987562
250000; 15594387
260000; 16211777
270000; 17582531
280000; 18312476
290000; 18930232
300000; 19660987
