10000; 699402
20000; 1518605
30000; 2397739
40000; 3356861
50000; 4196051
60000; 5155178
70000; 6294336
80000; 7033477
90000; 8092656
100000; 8991726
210000; 20562292
220000; 21541450
230000; 22520558
240000; 23499692
250000; 24478814
260000; 25977955
270000; 26977073
280000; 27976213
290000; 28975357
300000; 29974519
